"dataa","flt01","f0104","f0509","f1014","f1519","f2029","f3039","f4049","f5059","f6069","f7079","fmm80","f1019","f2059","f6079","(-Inf,0]","(0,4]","(4,9]","(9,14]","(14,19]","(19,29]","(29,39]","(39,49]","(49,59]","(59,69]","(69,79]","(79, Inf]","(9-19]","(19-59]","(59-79]"
"2016-05-01",8267,13103,3386,1402,1077,2184,2711,3492,5040,6163,6998,8405,2479,13427,13161,2326907,9225226.66666667,11926878.6666667,13224987.3333333,14715475.6666667,27545631,24809427.6666667,21299753,17465853.3333333,11695411.6666667,6147279,2815657.66666667,27940463,91120665,17842690.6666667
"2016-06-01",10494,13671,3242,1295,1044,2042,2489,3381,5052,6384,7453,9394,2339,12964,13837,2325186,9222846,11927288,13227090,14726077,27584679,24820159,21305723,17472089,11692523,6145414,2812664,27953167,91182650,17837937
"2016-07-01",10842,12506,2864,1140,937,1895,2417,3205,4936,6509,8312,10112,2077,12453,14821,2327978.66666667,9223232,11930178.6666667,13230597.3333333,14737718,27618412,24831825,21312093,17478916.3333333,11689050.3333333,6143385.33333333,2810297.33333333,27968315.3333333,91241246.3333333,17832435.6666667
"2016-08-01",8180,10046,2734,999,848,1770,2198,2757,4207,5940,7371,9575,1847,10932,13311,2330771.33333333,9223618,11933069.3333333,13234104.6666667,14749359,27652145,24843491,21318463,17485743.6666667,11685577.6666667,6141356.66666667,2807930.66666667,27983463.6666667,91299842.6666667,17826934.3333333
"2016-09-01",6469,9236,2734,986,780,1596,2034,2573,4024,5497,6799,8546,1766,10227,12296,2333564,9224004,11935960,13237612,14761000,27685878,24855157,21324833,17492571,11682105,6139328,2805564,27998612,91358439,17821433
"2016-10-01",5749,9034,2798,977,785,1596,1925,2512,3697,5186,6618,8070,1762,9730,11804,2342197.66666667,9225557.33333333,11938709,13241367,14772487,27718680.6666667,24862399.6666667,21322903,17494741.3333333,11676833.6666667,6135563.33333333,2802616.33333333,28013854,91398724.6666667,17812397
"2016-11-01",4983,8196,2432,937,732,1458,1800,2206,3334,4577,5832,7321,1669,8798,10409,2350831.33333333,9227110.66666667,11941458,13245122,14783974,27751483.3333333,24869642.3333333,21320973,17496911.6666667,11671562.3333333,6131798.66666667,2799668.66666667,28029096,91439010.3333333,17803361
"2016-12-01",4614,7409,2298,916,752,1475,1773,2130,3161,4358,5685,7013,1668,8539,10043,2359465,9228664,11944207,13248877,14795461,27784286,24876885,21319043,17499082,11666291,6128034,2796721,28044338,91479296,17794325
"2017-01-01",3898,5859,1802,753,693,1462,1736,2143,3227,4339,5587,7248,1446,8568,9926,2344305.33333333,9259465.66666667,11873093.6666667,13038848.3333333,14470794.6666667,27800564.3333333,25213836,21769820,18006672,12207168.6666667,6415552,2962033.66666667,27509643,92790892.3333333,18622720.6666667
"2017-02-01",3650,5932,1661,711,714,1401,1669,2099,2921,4085,5269,6843,1425,8090,9354,2352412.66666667,9261336.33333333,11873599.3333333,13040796.6666667,14480113.3333333,27830846.6666667,25220616,21773954,18013424,12207062.3333333,6414253,2960724.33333333,27520910,92838840.6666667,18621315.3333333
"2017-03-01",5720,9664,2429,1065,999,1770,2023,2486,3607,5107,7078,9085,2064,9886,12185,2360520,9263207,11874105,13042745,14489432,27861129,25227396,21778088,18020176,12206956,6412954,2959415,27532177,92886789,18619910
"2017-04-01",7855,12075,2689,1104,887,1678,1936,2406,3689,5431,6984,9294,1991,9709,12415,2359324,9258708.33333333,11871500,13042875,14494313.3333333,27881659.6666667,25227304.6666667,21774231.3333333,18024135.3333333,12199161.6666667,6405979.33333333,2956388,27537188.3333333,92907331,18605141
"2017-05-01",9558,13188,3243,1236,963,1749,2087,2676,4209,5876,7967,10433,2199,10721,13843,2358128,9254209.66666667,11868895,13043005,14499194.6666667,27902190.3333333,25227213.3333333,21770374.6666667,18028094.6666667,12191367.3333333,6399004.66666667,2953361,27542199.6666667,92927873,18590372
"2017-06-01",9949,12661,3216,1251,981,1838,2161,2626,4252,6395,8548,10958,2232,10877,14943,2356932,9249711,11866290,13043135,14504076,27922721,25227122,21766518,18032054,12183573,6392030,2950334,27547211,92948415,18575603
"2017-07-01",8360,10634,2723,1196,923,1728,2196,2790,4476,6702,8759,11573,2119,11190,15461,2352956,9254175.66666667,11865947,13044028.6666667,14512410,27943216.6666667,25233434.3333333,21757475,18034827.3333333,12177981,6387372.33333333,2948316.33333333,27556438.6666667,92968953.3333333,18565353.3333333
"2017-08-01",6526,9474,2923,1117,893,1845,2194,2750,4302,6432,8153,10783,2010,11091,14585,2348980,9258640.33333333,11865604,13044922.3333333,14520744,27963712.3333333,25239746.6666667,21748432,18037600.6666667,12172389,6382714.66666667,2946298.66666667,27565666.3333333,92989491.6666667,18555103.6666667
"2017-09-01",5618,9326,2727,1095,787,1619,1949,2639,3900,5930,7495,9774,1882,10107,13425,2345004,9263105,11865261,13045816,14529078,27984208,25246059,21739389,18040374,12166797,6378057,2944281,27574894,93010030,18544854
"2017-10-01",5162,8952,2842,1101,822,1550,2021,2494,3978,5734,7412,9495,1923,10043,13146,2338668.66666667,9271106.33333333,11861174.3333333,13044831.6666667,14535357.3333333,27994091.6666667,25240958.3333333,21726947.3333333,18041676.6666667,12162091.6666667,6374297.66666667,2941937,27580189,93003674,18536389.3333333
"2017-11-01",4882,8503,2714,1048,792,1541,1803,2318,3494,5296,6549,8520,1840,9156,11845,2332333.33333333,9279107.66666667,11857087.6666667,13043847.3333333,14541636.6666667,28003975.3333333,25235857.6666667,21714505.6666667,18042979.3333333,12157386.3333333,6370538.33333333,2939593,27585484,92997318,18527924.6666667
"2017-12-01",4139,7661,2411,929,740,1495,1798,2239,3271,4971,6249,8002,1669,8803,11220,2325998,9287109,11853001,13042863,14547916,28013859,25230757,21702064,18044282,12152681,6366779,2937249,27590779,92990962,18519460
"2018-01-01",3581,5789,1826,874,718,1471,1779,2228,3359,4920,6437,8258,1592,8837,11357,2377884.66666667,9306491.33333333,11797823.3333333,12860081.6666667,14172070.6666667,28033599.6666667,25478075.6666667,22181083.3333333,18519079,12692892,6674212.33333333,3109064,27032152.3333333,94211837.6666667,19367104.3333333
"2018-02-01",2869,4925,1508,683,709,1378,1674,2142,3067,4340,5708,7353,1392,8261,10048,2377504.33333333,9311359.66666667,11798115.6666667,12860513.3333333,14178009.3333333,28055166.3333333,25476532.3333333,22171659.6666667,18519940,12687534,6668725.66666667,3104938,27038522.6666667,94223298.3333333,19356259.6666667
"2018-03-01",4235,8147,2468,957,756,1525,1828,2164,3366,4682,6265,8358,1713,8883,10947,2377124,9316228,11798408,12860945,14183948,28076733,25474989,22162236,18520801,12682176,6663239,3100812,27044893,94234759,19345415
"2018-04-01",6512,11216,2822,1160,847,1680,2060,2500,3815,5316,6780,8876,2007,10055,12096,2374829.66666667,9307858.33333333,11790921.6666667,12855556.3333333,14183815.3333333,28086638.3333333,25462145,22143017.6666667,18518861,12678184.6666667,6659169.33333333,3097702,27039371.6666667,94210662,19337354
"2018-05-01",8835,13038,3605,1295,953,1883,2335,2904,4425,6232,7793,9853,2248,11547,14025,2372535.33333333,9299488.66666667,11783435.3333333,12850167.6666667,14183682.6666667,28096543.6666667,25449301,22123799.3333333,18516921,12674193.3333333,6655099.66666667,3094592,27033850.3333333,94186565,19329293
"2018-06-01",9473,12490,3678,1260,961,1978,2419,3209,4770,6527,8421,10614,2221,12376,14948,2370241,9291119,11775949,12844779,14183550,28106449,25436457,22104581,18514981,12670202,6651030,3091482,27028329,94162468,19321232
"2018-07-01",9472,11507,3277,1273,901,2033,2458,3265,4919,7148,8983,11314,2174,12675,16131,2369938.33333333,9289730.66666667,11774158,12841866.6666667,14183874.3333333,28116895.6666667,25434631.6666667,22090273.3333333,18512924.6666667,12665374,6645199.66666667,3087937.66666667,27025741,94154725.3333333,19310573.6666667
"2018-08-01",7206,9553,2971,1109,875,1906,2267,2954,4542,6434,8304,10832,1984,11669,14738,2369635.66666667,9288342.33333333,11772367,12838954.3333333,14184198.6666667,28127342.3333333,25432806.3333333,22075965.6666667,18510868.3333333,12660546,6639369.33333333,3084393.33333333,27023153,94146982.6666667,19299915.3333333
"2018-09-01",6585,9271,2903,1124,805,1634,2147,2606,3886,5762,7643,9743,1929,10273,13405,2369333,9286954,11770576,12836042,14184523,28137789,25430981,22061658,18508812,12655718,6633539,3080849,27020565,94139240,19289257
"2018-10-01",6034,9473,2715,1032,802,1617,1884,2429,3639,5310,6844,9173,1834,9569,12154,2369923.66666667,9284792,11767849.6666667,12833190.3333333,14187210.3333333,28148432.3333333,25429462,22045727,18507392.6666667,12649983,6628743,3077168.66666667,27020400.6666667,94131014,19278726
"2018-11-01",5636,8767,2652,1016,734,1493,1742,2237,3406,4837,6220,8245,1750,8878,11057,2370514.33333333,9282630,11765123.3333333,12830338.6666667,14189897.6666667,28159075.6666667,25427943,22029796,18505973.3333333,12644248,6623947,3073488.33333333,27020236.3333333,94122788,19268195
"2018-12-01",4768,7954,2515,970,667,1429,1644,2086,3098,4626,6055,8252,1637,8257,10681,2371105,9280468,11762397,12827487,14192585,28169719,25426424,22013865,18504554,12638513,6619151,3069808,27020072,94114562,19257664
"2019-01-01",4297,6067,1740,796,652,1570,1782,2218,3201,4731,6061,8630,1448,8771,10792,2359321.66666667,9314051.66666667,11770935.3333333,12658112,13839886.3333333,28159566.6666667,25613043,22534236,18948479,13187620.6666667,6955227.66666667,3243565,26497998.3333333,95255324.6666667,20142848.3333333
"2019-02-01",3947,5638,1441,712,650,1319,1651,2050,2894,4211,5484,7557,1362,7914,9695,2364825.33333333,9319573.33333333,11775170.6666667,12661085,13847569.6666667,28188030.3333333,25627626,22525340,18954987,13184339.3333333,6951159.33333333,3240083,26508654.6666667,95295983.3333333,20135498.6666667
"2019-03-01",6549,9519,2140,901,730,1529,1821,2296,3220,4677,5940,8203,1631,8866,10617,2370329,9325095,11779406,12664058,13855253,28216494,25642209,22516444,18961495,13181058,6947091,3236601,26519311,95336642,20128149
"2019-04-01",9056,12894,2727,1045,836,1632,1999,2375,3487,5070,6637,9042,1881,9493,11707,2370829.66666667,9316931,11769874,12662818,13855034.3333333,28221052.3333333,25642474.6666667,22498609.6666667,18963920.3333333,13175996,6942953.33333333,3233858,26517852.3333333,95326057,20118949.3333333
"2019-05-01",10051,13649,3224,1237,902,1899,2165,2811,4180,6019,7926,10385,2139,11055,13945,2371330.33333333,9308767,11760342,12661578,13854815.6666667,28225610.6666667,25642740.3333333,22480775.3333333,18966345.6666667,13170934,6938815.66666667,3231115,26516393.6666667,95315472,20109749.6666667
"2019-06-01",9069,12839,3638,1305,1033,1926,2348,2927,4567,6514,8462,10924,2338,11768,14976,2371831,9300603,11750810,12660338,13854597,28230169,25643006,22462941,18968771,13165872,6934678,3228372,26514935,95304887,20100550
"2019-07-01",7720,10593,3091,1128,909,1949,2542,3247,4930,7158,9154,11970,2037,12668,16312,2373825.66666667,9301444.33333333,11746871.6666667,12658424.3333333,13858033,28238650,25648806.3333333,22446829.3333333,18969925.3333333,13160841.6666667,6929940.33333333,3225747,26516457.3333333,95304211,20090782
"2019-08-01",5855,9286,3001,1076,824,1846,2315,2933,4599,6792,8732,11599,1900,11693,15524,2375820.33333333,9302285.66666667,11742933.3333333,12656510.6666667,13861469,28247131,25654606.6666667,22430717.6666667,18971079.6666667,13155811.3333333,6925202.66666667,3223122,26517979.6666667,95303535,20081014
"2019-09-01",5412,9778,3051,1084,827,1711,2138,2767,4073,6261,8089,10671,1911,10689,14350,2377815,9303127,11738995,12654597,13864905,28255612,25660407,22414606,18972234,13150781,6920465,3220497,26519502,95302859,20071246
"2019-10-01",5549,9722,2970,959,821,1662,2012,2618,3773,5850,7645,9972,1780,10065,13495,2381207.33333333,9301823.33333333,11733545.6666667,12651361.6666667,13867492.3333333,28257954.6666667,25661541.3333333,22393319.6666667,18970424,13149503,6920154,3220716.66666667,26518854,95283239.6666667,20069657
"2019-11-01",5077,9128,2648,932,708,1474,1706,2308,3354,4998,6578,8855,1640,8842,11576,2384599.66666667,9300519.66666667,11728096.3333333,12648126.3333333,13870079.6666667,28260297.3333333,25662675.6666667,22372033.3333333,18968614,13148225,6919843,3220936.33333333,26518206,95263620.3333333,20068068
"2019-12-01",4415,8020,2463,865,691,1474,1768,2258,3201,4895,6243,8753,1556,8701,11138,2387992,9299216,11722647,12644891,13872667,28262640,25663810,22350747,18966804,13146947,6919532,3221156,26517558,95244001,20066479
