"dataa","flt01","f0104","f0509","f1014","f1519","f2029","f3039","f4049","f5059","f6069","f7079","fmm80","f1019","f2059","f6079"
2002-01-01,0.0163142417028427,0.00313938886563416,0.00260441786437735,0.00519930675909879,0.0113931641015391,0.0186700230753094,0.028208415899289,0.0416577195619498,0.0497649250421361,0.0699412319524051,0.0887840446064765,0.137526533348229,0.00823852491173009,0.035374677002584,0.0794325219645686
2002-02-01,0.0139351711602545,0.0026732934221921,0.00220010476689366,0.00424137266242529,0.0132263660017346,0.0185344827586207,0.0302920588945209,0.0432485968966656,0.0502374862988674,0.0630446313556111,0.0887475389974254,0.132795132795133,0.0084702520665374,0.0363288210419936,0.0759004658561527
2002-03-01,0.0157135814641361,0.00280968259849327,0.00169836956521739,0.00458634679837714,0.0103288364249578,0.0188020716054943,0.0307427447122479,0.0406231967686094,0.0483916880159408,0.0645959757266049,0.0898787974185424,0.139643515673018,0.00720253529242293,0.0353139322988569,0.077328577090765
2002-04-01,0.0122534109672373,0.00288302079346855,0.00215666640992067,0.0028045574057844,0.011426153195091,0.0194936407940093,0.0328400830737279,0.0435921867555979,0.0487416691534865,0.0703752252990333,0.0917446116307442,0.134426636849298,0.00671076598600326,0.036828096973905,0.0810987306640545
2002-05-01,0.0119376232299695,0.00210300134866391,0.00192061459667093,0.00538267451640034,0.00962360992301112,0.0169550173010381,0.0317239635995955,0.043101428906067,0.0535361517186883,0.0655224957895581,0.0848504036726294,0.136459496340404,0.00724978815554091,0.0371127000340483,0.0752499701230929
2002-06-01,0.0106278889301258,0.00215462901414262,0.00255455806145537,0.00443383356070941,0.0115911485774499,0.0155825758470074,0.0295964125560538,0.0410656119125175,0.0513456766558504,0.0661673872760964,0.0860092613679496,0.136964078794901,0.00763502686398341,0.0354738330975955,0.0761722488038278
2002-07-01,0.0112746519721578,0.00227525658464202,0.00297233442572975,0.00404644616467277,0.0124843945068664,0.0184275184275184,0.0297648211660951,0.0486338797814208,0.0565555047967108,0.0691382765531062,0.0924989464812474,0.145332050048123,0.00791229742612011,0.0395560691156316,0.0809287486706842
2002-08-01,0.0116589646839361,0.00243216949518971,0.00291384469995275,0.00617180984153461,0.00956142174184161,0.0174469964664311,0.0305215092525835,0.040447504302926,0.0573598742797276,0.0726146918097382,0.0990948392326398,0.148345569747561,0.00768091800851379,0.0378986571548468,0.0861248966087676
2002-09-01,0.0128546943439345,0.00247784750464596,0.0014695077149155,0.0040025823111685,0.0111619396157365,0.0155378050114892,0.0311897880539499,0.0452868165045287,0.0534577092115885,0.0696057400695318,0.0966497606971927,0.140550498482878,0.00696442089326268,0.0373518049820168,0.0833636165418998
2002-10-01,0.0140425316967217,0.00233824745501725,0.00210807392312557,0.00317372705947289,0.00885915747604412,0.018039819601804,0.0306364886832562,0.0447510094212651,0.0600206320922817,0.0748607500928333,0.0960774398613017,0.145773874862788,0.00563468461418062,0.0394905500859083,0.0856159367218398
2002-11-01,0.0126562418283563,0.00322668194565906,0.00230467849734962,0.00328456255598686,0.00929480703172358,0.0178825201326386,0.0326946268256733,0.0503269500233536,0.056065732237796,0.0737723814646892,0.0990686495418357,0.155138454408527,0.00583841332531982,0.0403837316176471,0.0865651232574923
2002-12-01,0.013467064856032,0.00241585322059352,0.00114335971855761,0.0056012602835638,0.00941124972641716,0.0177749360613811,0.0358028091434866,0.0476432473637403,0.0590008613264427,0.0715358931552588,0.0980106744298884,0.146934197407777,0.00729430071970434,0.0410036909525139,0.0849831594512446
2003-01-01,0.0177971014492754,0.00349477548715052,0.00316622691292876,0.00565656565656566,0.0110385221896824,0.0251892294329321,0.0370112703492417,0.0506710146745265,0.0676579925650558,0.078305836000985,0.101664592408214,0.156724197845477,0.008201086377676,0.0462707605564748,0.0902991333519709
2003-02-01,0.0177341821488892,0.00315543435917413,0.00312197222521262,0.00417124039517014,0.0156684356835987,0.0190144617032673,0.0337916910473961,0.0513618677042802,0.0617129892229155,0.0787759835846195,0.106894209543216,0.153431863727455,0.00951597744360902,0.042589769372993,0.0931831034932788
2003-03-01,0.0147668118559439,0.00278079652240619,0.00293811013174107,0.00493485984998026,0.0120967741935484,0.0172858617131063,0.0327049414453013,0.048916487137245,0.0617102888086643,0.0785330785330785,0.107451259681296,0.151057401812689,0.00818789054083172,0.0411311053984576,0.0931509315093151
2003-04-01,0.010997270461648,0.00244568015652353,0.00201401756223314,0.00353794445427207,0.00829151210997164,0.0186927612595659,0.0337754683440449,0.0498211863361697,0.060377358490566,0.0794165316045381,0.094474761255116,0.14509706321553,0.00566627588901915,0.0416309538386188,0.0869472517163447
2003-05-01,0.010415658959724,0.0023582096662776,0.00153045607591062,0.00487969039205788,0.0118243243243243,0.0203614457831325,0.031180107880542,0.044700623456064,0.0565511748307447,0.0778046811945117,0.097171919549973,0.143966206187921,0.00795954677404251,0.0393079022237705,0.08771238222888
2003-06-01,0.0116963087825519,0.00240524781341108,0.00177711958533876,0.003339455668726,0.0100867460157353,0.0177082143265166,0.026266416510319,0.0429674387378315,0.0560616020283595,0.0740595303541978,0.093408607669184,0.147921225382932,0.00639503014799927,0.0370451918313425,0.0840664340967693
2003-07-01,0.0134346003654211,0.00292309998500974,0.00170423735378418,0.00398604882909816,0.00897631779984721,0.014968152866242,0.0318396226415094,0.045957626225361,0.0556661839246923,0.0724457752136128,0.0962883270575578,0.149658497388509,0.00630718663942436,0.0380382463900091,0.0848590932959916
2003-08-01,0.01358926448106,0.00265070288301168,0.00240763033614224,0.00706072221101473,0.0134048257372654,0.0221515114429078,0.0341026970954357,0.0456673136202763,0.0590206665425433,0.078041832221306,0.0990939977349943,0.158284977433914,0.010071027244779,0.0417702916572462,0.0888702807004769
2003-09-01,0.0139035889541037,0.00277893981951832,0.00213274185292612,0.00551540509699506,0.00791618160651921,0.0184520123839009,0.0311105276975584,0.0438626708003215,0.0583180457661485,0.0767638036809816,0.0983748645720477,0.16034336583298,0.0065947869779127,0.039471791478466,0.0878928770689976
2003-10-01,0.0131481755059832,0.00258037726895243,0.00213056076359298,0.00272055965798679,0.0110276865321445,0.0191630817364099,0.0317875326819871,0.0449987772071411,0.0566263856985918,0.0731857318573186,0.0966794005289451,0.155510335225447,0.00648384353741497,0.0396329499833982,0.0851990984222389
2003-11-01,0.0147584747897043,0.00297194484070376,0.00267633600966934,0.00434267666798263,0.0103092783505155,0.0184032834635244,0.0315804314112505,0.0520347738440217,0.0617452483461094,0.0785413744740533,0.100238663484487,0.149674363528715,0.00700218818380744,0.0424842708528001,0.0895872990158357
2003-12-01,0.0139649201206569,0.00298963376986319,0.00309400309400309,0.00622364986950412,0.0130381303813038,0.0205298013245033,0.0381713271193964,0.047991787501604,0.063519313304721,0.0740329604645205,0.0960894766919749,0.144557823129252,0.00928587220871103,0.0438864489847877,0.0853088480801336
2004-01-01,0.0175121163166397,0.00318630273714922,0.00288312264360169,0.00548533269735273,0.0100956429330499,0.021730217302173,0.0358649789029536,0.0520100835876343,0.0697123519458545,0.0758477633477633,0.101149425287356,0.157417752948479,0.00766620585647857,0.0463515071652117,0.0888626111330092
2004-02-01,0.0173242102198282,0.00294251730283062,0.00207206170139289,0.00593742863667504,0.0099009900990099,0.0159357302778875,0.0337886412652768,0.0469072164948454,0.0646266018559434,0.0778620629523062,0.100484059422467,0.147985882925642,0.0078143784563597,0.0416135204081633,0.0894204937955737
2004-03-01,0.0153992608354799,0.00310001631587535,0.00247336377473364,0.00518931385738997,0.0106666666666667,0.0160379489496273,0.031055900621118,0.0504942241276646,0.0565740193179578,0.0730461303850553,0.0915769566482397,0.142857142857143,0.00783885691605477,0.039326164054456,0.0825298738041172
2004-04-01,0.0114351057747284,0.00247807322845608,0.00319461232947677,0.00535331905781585,0.00806606491261763,0.0155451679530384,0.0303269003544703,0.047254004576659,0.0527102803738318,0.0676451818761966,0.0913281095673932,0.140865872796086,0.00665988345203959,0.0372627978817299,0.0799248890406282
2004-05-01,0.0107971350176389,0.0021224530563324,0.00250379362670713,0.00548414738646101,0.0120294916569655,0.0184864864864865,0.0276635514018692,0.0430908065425832,0.0564912944738834,0.0754457167705465,0.102360602360602,0.143396582648919,0.00855400855400855,0.0373760488176964,0.0893482831114226
2004-06-01,0.0108954596412556,0.00280559058968881,0.00205355027249032,0.0033321641529288,0.0101776092596288,0.0182886277987143,0.0315428269763759,0.0483580746738641,0.0591771557392448,0.0740394973070018,0.0976788509972092,0.156519214016068,0.00653411742742462,0.0405124941196004,0.0861755661168577
2004-07-01,0.0108695652173913,0.00171983356449376,0.00189440737995223,0.00505902192242833,0.0107573149741824,0.0171019181881211,0.0341101419086057,0.0524296675191816,0.0622853429870974,0.0741700871318499,0.0952060328575276,0.149765990639626,0.00771156735102654,0.0429011481377765,0.0850412331674728
2004-08-01,0.0122390812306145,0.00325396577078314,0.00334036568213783,0.00536565977742448,0.0120976945902762,0.0207478890229192,0.0340052104757987,0.0493385770468359,0.0635564570655849,0.0823363305342944,0.101848670194488,0.165022946977834,0.00849888452140657,0.0434643283712529,0.092473578977435
2004-09-01,0.012558945241074,0.00309777347531462,0.00254631662130126,0.00596421471172962,0.0106126386878919,0.0198278111140099,0.0346921075455334,0.0495285833631698,0.0609485173379697,0.0779967159277504,0.098625308424392,0.157171314741036,0.00806451612903226,0.043162444471125,0.0886053003661676
2004-10-01,0.0135400742520201,0.00290532643179162,0.00274871431104806,0.00393545848091303,0.0144254278728606,0.0218334867815336,0.0322855923766178,0.0505988755805427,0.0608815971535877,0.0710036894812138,0.0984004570122822,0.149298083820064,0.00861317051897078,0.0432076273759641,0.0850650540590068
2004-11-01,0.0126932840987768,0.00282485875706215,0.0023486901535682,0.00507292327203551,0.0112330865458259,0.0225875434375835,0.0350639578630549,0.0472250509164969,0.0606985062066064,0.0815939278937381,0.102764612954186,0.157281988133886,0.00786308973172988,0.0428721140715805,0.0924095072838061
2004-12-01,0.0141365670190001,0.00220523375477801,0.0019020446980504,0.00723366944322665,0.00785907859078591,0.0212391973048191,0.03497715456121,0.0562904967602592,0.0699208443271768,0.0849818891056004,0.110531350552222,0.162529923144765,0.0075133301017935,0.047268326417704,0.0981765921135363
2005-01-01,0.0165945677611517,0.00292224292732509,0.00282741461207872,0.00577309236947791,0.0179948586118252,0.0215775935981709,0.0374608150470219,0.0563419372744935,0.0713270142180095,0.0840103397341211,0.108478373255213,0.163546322019568,0.0114896459585838,0.0481670341786108,0.0966663695516534
2005-02-01,0.0191599732262383,0.00358151735270379,0.00315816068721577,0.00643832088591295,0.014120304998588,0.0225085147341922,0.0347651679759318,0.0560369728480647,0.0723716990533134,0.0850246305418719,0.113116957941233,0.169080887065761,0.0101023706896552,0.0479991331984975,0.0992511184594437
2005-03-01,0.0147762152901706,0.00204145728643216,0.00219360991893181,0.00687513861166556,0.0160653147221491,0.0166690012606808,0.0344933312892841,0.0535244608100999,0.0710143212214463,0.0803793830235677,0.112952621149342,0.172885112670853,0.0110763303635926,0.0454652532391048,0.0971680594243268
2005-04-01,0.0105407185932195,0.00243483689714375,0.00140117348279184,0.00779768177028451,0.0107446276861569,0.0182795698924731,0.0327520849128127,0.0520767178966087,0.0654081066074403,0.08419930722089,0.103145390664213,0.153390617742685,0.00914599291185549,0.0437032963478148,0.0939559729461939
2005-05-01,0.0108816521048451,0.00189895423787745,0.00129810629199756,0.00367789392179636,0.0143643763466603,0.0184994861253854,0.0315340909090909,0.0525407005426739,0.0610275038920602,0.0812157448928749,0.103937374050535,0.151654215581644,0.00845552820293268,0.042374182454632,0.0929682488774856
2005-06-01,0.0100478643720998,0.00211104074308634,0.00217357553174973,0.00593471810089021,0.0120724346076459,0.0194889003613836,0.0299913068675746,0.0457254043536422,0.060985711327397,0.0790997848750621,0.109275827789248,0.15147845393077,0.00863691728490754,0.0406689004334327,0.0947820212216349
2005-07-01,0.0101585824512427,0.00247524752475248,0.002356637863315,0.00645421540943929,0.00965201930403861,0.0212245948031901,0.034240808307606,0.0526125692270648,0.0644050632911392,0.0825942350332594,0.113480303577882,0.158153905571111,0.00786958965711074,0.0447991294096309,0.098741639269924
2005-08-01,0.0133168588687534,0.00273030964923551,0.00234427327528466,0.00557736004957653,0.0112271540469974,0.0213822069492173,0.0343549536707056,0.0518867924528302,0.0696090047393365,0.0859032530954395,0.108628874616029,0.165549154783266,0.00807288663360627,0.0463809065768907,0.0978153474585575
2005-09-01,0.0118407504862144,0.0027426377318386,0.0029312871799293,0.00426621160409556,0.0146739130434783,0.0211761339247389,0.0362569580261772,0.0525164113785558,0.0741092135779043,0.0918324164198053,0.109083998479666,0.1624973500106,0.00884321223709369,0.0485578323783626,0.100921105326392
2005-10-01,0.0112894019153929,0.00284391293251176,0.00216743429964779,0.00470640968175706,0.0111905502020516,0.0230469919185873,0.0314395148420045,0.0545676666214198,0.069937250427838,0.0835532102022867,0.108640562413145,0.175841147269719,0.00742284151582237,0.0469738651994498,0.0965555226030589
2005-11-01,0.014765784114053,0.00292772186642269,0.00261638397690364,0.00409929401047597,0.0140888208269525,0.0222360441610947,0.0332442365519546,0.050671286271113,0.0653900046707146,0.0866654438738078,0.108782350445482,0.16472235184321,0.00835945663531871,0.0448975204242511,0.0981532901405968
2005-12-01,0.0142243503978593,0.00341201027617213,0.00220053578262533,0.00817067635043123,0.015839808726838,0.0219663687320103,0.0352357320099256,0.0536073584363323,0.0727616347743917,0.0816020962006363,0.110764430577223,0.1642235728757,0.0114809081527348,0.0479871749198433,0.0967422606191505
2006-01-01,0.0153846153846154,0.00293269003358403,0.00381952733349248,0.00658414537792994,0.0113924050632911,0.0232558139534884,0.0376801528043063,0.0575509049773756,0.0796943231441048,0.0858979353330736,0.113280562884785,0.160260201064459,0.00876814718988069,0.0518550661748752,0.100286532951289
2006-02-01,0.0175341962728358,0.00341953408848044,0.00313438683557529,0.00622700254741013,0.0137315482320632,0.024921083236418,0.0416439352609565,0.0600219401347751,0.0715586781160552,0.0889812446717818,0.118054182321535,0.174035627322825,0.00961836798014272,0.0512800469024819,0.104061955072315
2006-03-01,0.017532971295578,0.00223871315451267,0.00204180845892076,0.00477554918815664,0.0140715815234017,0.0239789603960396,0.0382059800664452,0.0560761135937725,0.0710375715352078,0.0838805970149254,0.115348575712144,0.170024875621891,0.00885074426713155,0.0489821187952948,0.100086864202297
2006-04-01,0.0125304352990083,0.00240104045086204,0.00243984519602894,0.00733906479345775,0.012945914844649,0.0222417325139011,0.0364046391752577,0.0518296830363216,0.0681488641855969,0.0852500734070667,0.110828257114283,0.151963783188548,0.00970285021224985,0.046147406606439,0.0985105580693816
2006-05-01,0.00968182018219425,0.0020033098162181,0.00237752161383285,0.00454545454545455,0.012983831455169,0.0224747474747475,0.0333477695972282,0.0521569583231782,0.0671711412874469,0.0863376010781671,0.118164374800128,0.163782447466007,0.00805957967761681,0.0454128440366973,0.102666119770304
2006-06-01,0.00986303557880446,0.00230440030725337,0.00273803819563283,0.00761133603238866,0.0131459655485041,0.0182306883253477,0.0336023283503109,0.0477986026394588,0.0692497158014399,0.0916296766011414,0.111568780626376,0.153760342102817,0.00991782374610371,0.0440471854072683,0.102146308573997
2006-07-01,0.00998349186384718,0.00309956258509313,0.00270778488153441,0.00562715556362316,0.0122969837587007,0.0213878326996198,0.0354430379746835,0.0514480408858603,0.0671822586656727,0.0852830188679245,0.110826306913997,0.167584858716901,0.00855484265200122,0.045687856055051,0.0987711487088157
2006-08-01,0.0121001452017424,0.00291481226101674,0.00272434574424172,0.00578480524489009,0.0141022412490557,0.0204398447606727,0.0373509553225111,0.0543491159368696,0.0702890844049115,0.0851229988285826,0.107967185761958,0.165816098128749,0.00939172217975319,0.0479065180359224,0.0972084298797308
2006-09-01,0.011394207944295,0.00302040529624557,0.00219279010613104,0.00578631948749742,0.0150459738088604,0.0215314416084415,0.0350712384531079,0.0553973595651048,0.070636680392778,0.0884926256145321,0.112601326455416,0.171571571571572,0.00972947318462269,0.0481092917606301,0.10128661374213
2006-10-01,0.012153708668454,0.00315943882348516,0.00244942393177901,0.00498482878196792,0.0151993117292802,0.0227098358140249,0.0431352802954011,0.0580872011251758,0.0685908319185059,0.0908186341022162,0.114639440469491,0.166472024631065,0.00938155783236637,0.0501055594651654,0.103430663148038
2006-11-01,0.0120503597122302,0.00301023479831427,0.00239476835221516,0.00526200394650296,0.0178833186748754,0.024973022969015,0.0371823298652567,0.0584105168807888,0.0756191392161577,0.0938489588331254,0.116533949824471,0.180972565642294,0.0106623181133969,0.0511658504495285,0.105837104072398
2006-12-01,0.0127882193373377,0.00280693190139126,0.00219912035185926,0.00754361150400754,0.0157035175879397,0.0246654844430114,0.037516413430876,0.0619539316918189,0.0829331602855289,0.090918483314392,0.118789105631211,0.177088482451804,0.0110422838674926,0.0541239132137542,0.105660193702244
2007-01-01,0.0132707355242567,0.00291938997821351,0.00333027101515847,0.0043904958677686,0.0134585289514867,0.0225708340003202,0.0397810218978102,0.0665627435697584,0.0811531623063246,0.101586026902228,0.124943207632894,0.17569460658417,0.00849016555822839,0.0547739852398524,0.113845566843134
2007-02-01,0.012981284264919,0.0025155567324242,0.00303100955933784,0.004196170993968,0.0122912070595651,0.0246354952237305,0.0379119832349019,0.0619596541786743,0.0784447476125512,0.0920953305294942,0.12322695035461,0.172885572139303,0.00787288863441168,0.0527589545014521,0.108365508365508
2007-03-01,0.00911809402421687,0.00210049558567725,0.00198002754820937,0.00559217096065508,0.0119521912350598,0.0235276259866424,0.0419235511713933,0.0605925925925926,0.0748026563087332,0.0907258064516129,0.126133553173949,0.186888231277032,0.00821499823964324,0.0518224922210698,0.109276767288957
2007-04-01,0.008745715039114,0.00165128416831304,0.00177519567497781,0.00668772060189485,0.0169671261930011,0.0211709738647978,0.0358790363915941,0.0565034965034965,0.0768863419293219,0.0936468234117059,0.12346002621232,0.175935175935176,0.0109229929000546,0.0497024231259742,0.109561567164179
2007-05-01,0.010276579548338,0.00203252032520325,0.00184026499815974,0.00469810335827388,0.0116251482799526,0.0176876056704383,0.0408790533271861,0.0540328895849648,0.0769561017494902,0.0923561151079137,0.118392381567267,0.171333265945618,0.00762899016261795,0.0491740176423416,0.106078006039726
2007-06-01,0.0101330513701648,0.0023819773281676,0.00224450097261709,0.00532829150910966,0.0128354725787631,0.0204057135998079,0.0348064702484113,0.0574781463297809,0.0700673177206789,0.0906884556265674,0.116197686044851,0.174511745117451,0.00851232307235475,0.0477264076362252,0.10423699882411
